
Mon,Jan,23,22:52:36,2023, 19.0, 32.0,  -7.0
Mon,Jan,23,22:52:38,2023, -5.0, 35.0,  -7.0
Mon,Jan,23,22:52:40,2023, 45.0, 47.0,  49.0
Mon,Jan,23,22:52:42,2023,  2.0,  0.0,  47.0
Mon,Jan,23,22:52:44,2023, 28.0, 55.0,  44.0
Mon,Jan,23,22:52:46,2023, -6.0, 47.0,   6.0
Mon,Jan,23,22:52:48,2023, -8.0, 35.0,  -8.0
Mon,Jan,23,22:52:50,2023,  2.0, 92.0,  29.0
Mon,Jan,23,22:52:52,2023,  1.0, 27.0,  34.0
Mon,Jan,23,22:52:54,2023, 13.0, 73.0,  42.0
Mon,Jan,23,22:53:27,2023, 19.0, 32.0,  -7.0
Mon,Jan,23,22:53:29,2023, 28.0, 13.0,  42.0
Mon,Jan,23,22:53:31,2023,  8.0, 54.0,  -9.0
Mon,Jan,23,22:53:33,2023, 38.0, 65.0,  16.0
Mon,Jan,23,22:53:35,2023,  8.0, 45.0,  46.0
Mon,Jan,23,22:53:37,2023, 39.0, 30.0,  42.0
Tue,Jan,24,00:14:23,2023, 19.0, 32.0,  -7.0
Tue,Jan,24,00:14:25,2023, 29.0, 14.0,  43.0
Tue,Jan,24,00:14:27,2023,  5.0, 10.0,   1.0
Tue,Jan,24,00:14:29,2023, 36.0, 73.0,  40.0
Tue,Jan,24,00:14:31,2023, 26.0, 37.0,  31.0
Tue,Jan,24,00:14:33,2023, 43.0, 35.0,  -7.0
Tue,Jan,24,00:14:35,2023, -2.0, 61.0,  34.0
Tue,Jan,24,00:14:37,2023, 34.0, 71.0,  30.0
Tue,Jan,24,00:15:04,2023, 19.0, 32.0,  -7.0
Tue,Jan,24,00:15:06,2023, -2.0, 76.0,  19.0
Tue,Jan,24,00:15:08,2023, 31.0,100.0,  20.0
Tue,Jan,24,00:15:10,2023, -4.0, 24.0,   2.0
Tue,Jan,24,00:15:12,2023, -6.0, 14.0,  22.0
Tue,Jan,24,00:15:14,2023, 26.0, 19.0,  -2.0
Tue,Jan,24,01:50:15,2023, 19.0, 32.0,  -7.0
Tue,Jan,24,01:50:17,2023, 28.0, 51.0,  46.0
